trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,0,-64.52333466273265,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-40.890660593505594,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.970299}",20,8,-81.88951134132914,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
4,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-58.777875331936336,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-239.61785461900814,"{0: 6, 1: 1, 2: 8, 3: 2, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-96.9978739663513,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-129.33972464216637,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9227446944279201}",25,0,-93.00978056876896,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-27.345582409507045,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088044}",25,0,-190.91615770168568,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-25.33735730605644,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161292}",20,3,-29.940711045045322,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,2,-163.7518946876559,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 3}",1
14,False,"{'a': 0.5, 'e': 0.8687458127689782}",25,0,-83.63638848116938,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412884}",25,0,-150.51394097196285,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948755}",25,14,-3.7126259090309732,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",25,0,-34.42687338914898,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,0,-106.02341951336867,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,1,-92.34664836615231,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,0,-79.07844036286188,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,0,-122.69965860913504,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,6,-26.732206944085284,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,2,-38.32413858010407,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,0,-120.81412001577638,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",30,0,-74.17589224763849,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-137.5446353737828,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-76.33734104696167,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",20,0,-73.44771957994973,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",30,18,-69.84980460801006,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",25,0,-32.381625967680655,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,0,-127.60625735280644,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.7249803359578535}",30,0,-80.62475969784349,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",20,0,-5.385514800484389,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-153.49292627390432,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,0,-110.80225058869945,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",30,20,-21.729414313111366,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.6894490858690778}",30,0,-41.732371712831856,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",20,0,-99.474502687865,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,6,-11.251952600863659,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",20,0,-27.49218475971701,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",20,0,-41.26741998391685,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",20,0,-47.97834262433453,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,6,-51.96484070721414,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,7,-23.22083708598299,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,9,-28.79852296748696,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,2,-71.36641458701193,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
47,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-44.91093062784705,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,-50.21742828942318,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",20,0,4.420828946033955,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",25,0,-73.60990189184636,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.598956006466161}",30,0,-77.8042805049264,"{0: 21, 1: 4, 2: 1, 3: 4, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",20,0,-1.466066899099384,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",35,12,-72.5467199534936,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,0,-78.3718803488739,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",35,21,-9.017909335123107,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",35,2,-179.04329840287778,"{0: 20, 1: 2, 2: 7, 3: 2, 4: 2}",1
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",25,0,-30.585408805641,"{0: 17, 1: 6, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",30,0,-8.284142763899665,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",35,22,-33.891491124729335,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",30,1,-36.529772195617326,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,0,-41.926076630194956,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.536268225207185}",30,22,-6.261083507637179,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",25,14,-31.49438000600473,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,9,-91.67937818945548,"{0: 5, 1: 1, 2: 2, 3: 2, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-54.1329920896566,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",30,19,-8.2754860276467,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",25,4,-17.970985312448736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,0,-68.56298059206553,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",25,9,-57.70295253379123,"{0: 11, 1: 1, 2: 1, 3: 3, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",25,11,-42.5904524457667,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",30,0,-79.81926892598315,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",30,21,-34.62669579759982,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,7,-47.165400898655854,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",20,8,-37.51672084451185,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,0,-2.2010047992878454,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",30,0,-88.66855064737352,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",20,16,7.987424015598678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",25,0,-39.23911310562857,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",35,15,-20.047265039195217,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",25,15,-16.007570402968785,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",25,4,-9.7519667670987,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",30,15,-25.1575136713695,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",30,10,-65.86504003393715,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",25,4,-42.93601845625044,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",30,9,-25.858637235879005,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.421334222154768}",30,11,11.616726915307853,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",25,11,-1.7781212200060115,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",30,0,-88.10491361118127,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,0,6.709083979365422,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,0,-70.80079047095916,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",25,18,-0.2579019291138218,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",30,13,-65.30135777615077,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",30,12,-57.868577020123055,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",20,0,-18.315155453067252,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",20,0,7.662665164903194,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",25,17,-4.358555069392385,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,7,28.412921539377713,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",25,0,-46.262917744811006,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",30,20,-22.761993430227736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",20,8,0.8919331658683949,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",25,0,2.8434169141663346,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",20,0,-1.570889542911824,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.355160814705073}",20,5,-16.11051514319322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",20,0,29.348500589372062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.348093114492442}",20,14,-7.599686554778775,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,12,-8.568849695851966,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,13,0.6434752306722655,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,0,-100.66047879513584,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
109,False,"{'a': 0.5, 'e': 0.334376856889913}",30,19,8.129213575842444,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,10,-34.521136347902896,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",35,8,-45.61456398924763,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,2,-3.884003380592536,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,7,-18.556312282154067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",30,0,-40.39438343159353,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,12,-2.391273994490551,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,7,2.6410281381702885,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,8,-25.709142800158876,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,9,7.19484772051107,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",20,12,3.0191531055140706,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,13,-7.864191712835504,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",25,0,35.19141618051575,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,0,-85.58611304050982,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,0,-41.259080967964465,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,2,6.751509335008422,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,7,9.311210102731774,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,5,20.356674514635998,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",25,6,-86.67229999096214,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",25,6,14.209355469098053,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,0,2.748371626069903,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,7,-18.91799673759202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,11,4.6063476018586895,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,10,23.122760198271504,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,0,-20.293488095912686,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",30,13,-6.114814895919466,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",25,2,-8.542832414065177,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",30,23,-29.068354977687637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",30,8,25.61743216711286,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,10,-14.815060406459999,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,14,13.111135234789426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",30,8,29.23554277681052,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,16,8.902109509547731,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,0,18.827900301136214,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,7,7.178203095393595,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",20,11,3.5037622580596017,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",30,19,15.893683476686208,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",25,8,12.613123964717605,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,4,23.304153604344876,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",30,1,38.0339091153366,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",25,13,-41.73544852767164,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",30,21,13.513582791587387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",25,1,-13.337424553461217,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",20,12,4.012704245162925,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",25,8,0.19169341706979126,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",25,17,3.490808622117859,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,0,24.600146048203133,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",30,8,34.35206985999913,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",20,0,33.38381291780992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623946}",20,9,-15.735879380454628,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",20,16,7.451130944132584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748933}",25,12,22.3434207547265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,11,24.785731119199443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",25,6,1.4059176959836321,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,4,-10.71533769186661,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",20,0,29.320429895416133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,5,-10.755156923380968,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",30,12,24.754407581160287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,3,-4.201680636915619,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",25,15,8.66053636315207,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",20,16,8.620106730039943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,8,6.480381696610236,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",20,7,17.45273200276403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",20,0,21.795967133163884,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",20,9,16.824332854057435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626404}",20,15,-0.6348822448655773,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,4,0.8607431210059182,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",20,11,-9.61776540571092,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",25,7,31.085999289813852,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",20,12,-40.37560372520966,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,4,24.931088574754956,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",30,23,15.040593777932369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",25,0,17.189287323003807,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",35,20,28.44487792467608,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",30,0,47.613093098110795,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,9,23.47678506481208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
